	desc
GO:0051641	"""A cellular localization process whereby a substance or cellular entity, such as a protein complex or organelle, is transported to, and/or maintained in, a specific location within a cell including the localization of substances or cellular entities to the cell membrane."" [GOC:tb, GOC:vw]"
GO:0008219	"""Any biological process that results in permanent cessation of all vital functions of a cell. A cell should be considered dead when any one of the following molecular or morphological criteria is met: (1) the cell has lost the integrity of its plasma membrane; (2) the cell, including its nucleus, has undergone complete fragmentation into discrete bodies (frequently referred to as apoptotic bodies). The cell corpse (or its fragments) may be engulfed by an adjacent cell in vivo, but engulfment of whole cells should not be considered a strict criteria to define cell death as, under some circumstances, live engulfed cells can be released from phagosomes (see PMID:18045538)."" [GOC:mah, GOC:mtg_apoptosis, PMID:25236395]"
GO:0006276	"""The maintenance of the integrity of extrachromosomal plasmid DNA; includes processes that ensure plasmids are retained in the daughter cells after cell division."" [GOC:ai]"
GO:0036166	"""A reversible switch of a cell from one cell type or form to another, at a frequency above the expected frequency for somatic mutations. Phenotypic switching involves changes in cell morphology and altered gene expression patterns. For example, Candida albicans switches from white cells to opaque cells for sexual mating. Phenotypic switching also occurs in multicellular organisms; smooth muscle cells (SMCs) exhibit phenotypic transitions to allow rapid adaption to fluctuating environmental cues."" [GOC:bf, GOC:di, PMID:12443899, PMID:22406749, PMID:8456504, Wikipedia:Phenotypic_switching]"
GO:0032196	"""Any process involved in mediating the movement of discrete segments of DNA between nonhomologous sites. For elements that are transcribed as the first step of transposition, the process starts with the transcription of the transposable element, its translation and maturation, and ending with integration into DNA. For elements that are cut out, the process starts with the excision of the donor DNA and integrated into another site."" [ISBN:1555812090, PMID:14682279, PMID:25893143]"
GO:0045103	"""Any cellular process that depends upon or alters the intermediate filament cytoskeleton, that part of the cytoskeleton comprising intermediate filaments and their associated proteins."" [GOC:ai]"
GO:0006457	"""The process of assisting in the covalent and noncovalent assembly of single chain polypeptides or multisubunit complexes into the correct tertiary structure."" [GOC:go_curators, GOC:rb]"
GO:0022406	"""The initial attachment of a membrane or protein to a target membrane. Docking requires only that the proteins come close enough to interact and adhere."" [GOC:isa_complete, PMID:27875684]"
GO:0051674	"""Any process in which a cell is transported to, and/or maintained in, a specific location."" [GOC:ai]"
GO:0007155	"""The attachment of a cell, either to another cell or to an underlying substrate such as the extracellular matrix, via cell adhesion molecules."" [GOC:hb, GOC:pf]"
GO:0001775	"""A multicellular organismal process by which exposure to an activating factor such as a cellular or soluble ligand results in a change in the morphology or behavior of a cell."" [GOC:mgi_curators]"
GO:0051716	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus by a cell and ends with a change in state or activity or the cell."" [GOC:bf, GOC:jl]"
GO:0043335	"""The process of assisting in the disassembly of non-covalent linkages in a protein or protein aggregate, often where the proteins are in a non-functional or denatured state."" [GOC:mlg]"
GO:0048869	"""A biological process whose specific outcome is the progression of a cell over time from an initial condition to a later condition."" [GOC:isa_complete]"
GO:0061842	"""Any process in which the microtubule organizing center is transported to, and/or maintained in, a specific location within the cell."" [PMID:21281821]"
GO:0098743	"""The clustering together and adhesion of initially separate cells to form an aggregate. Examples include the clustering of unicellular organisms or blood cells in suspension and the condensation of mesenchymal cells during cartilage formation."" [GOC:dos]"
GO:0120312	"""The process in which the duplicated basal bodies migrate in pairs to the mitotic poles of the nucleus and results in equal distribution in the daughter cells. Ciliary basal body segregation ensures inheritance of the duplicated mitochondrial DNA to the two daughter cells in the Trypanosoma parasites."" [GOC:ach, GOC:krc, PMID:1876188, PMID:26272611, PMID:26862392, PMID:27252853, PMID:4055898]"
GO:0065008	"""Any process that modulates a qualitative or quantitative trait of a biological quality. A biological quality is a measurable attribute of an organism or part of an organism, such as size, mass, shape, color, etc."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]"
GO:0065009	"""Any process that modulates the frequency, rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding."" [GOC:isa_complete]"
GO:0031413	"""Any process that modulates an organism's tendency or ability to rise or float in a fluid medium such as water or air, often through the use of stored gases."" [GOC:mah, PATO:0001420]"
GO:0050789	"""Any process that modulates the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:ai, GOC:go_curators]"
GO:0006955	"""Any immune system process that functions in the calibrated response of an organism to a potential internal or invasive threat."" [GO_REF:0000022, GOC:add]"
GO:0019882	"""The process in which an antigen-presenting cell expresses antigen (peptide or lipid) on its cell surface in association with an MHC protein complex."" [GO_REF:0000022, GOC:add, ISBN:0781735149, PMID:15771591, PMID:15928678]"
GO:0002252	"""Any process of the immune system that executes a component of an immune response. An effector immune process takes place after its activation."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"
GO:0048589	"""The increase in size or mass of an entire organism, a part of an organism or a cell, where the increase in size or mass has the specific outcome of the progression of the organism over time from one condition to another."" [GOC:go_curators]"
GO:0030447	"""The process in which a multicellular organism, a unicellular organism or a group of unicellular organisms grow in a threadlike, filamentous shape."" [GOC:mcc, PMID:11729141]"
GO:0080190	"""Growth of a plant axis (shoot axis or root) that originates from a lateral meristem."" [PO:0020145]"
GO:0016049	"""The process in which a cell irreversibly increases in size over time by accretion and biosynthetic production of matter similar to that already present."" [GOC:ai]"
GO:0080189	"""Growth of a plant structure from the time of its initiation by an apical meristem until its expansion is completed."" [ISBN:0471245208]"
GO:0039642	"""The region of a virion in which the nucleic acid is confined."" [GOC:bm, PMID:14291596]"
GO:0019033	"""A structure lying between the capsid and envelope of a virus, varying in thickness and often distributed asymmetrically."" [ISBN:0721662544]"
GO:0019028	"""The protein coat that surrounds the infective nucleic acid in some virus particles. It comprises numerous regularly arranged subunits, or capsomeres."" [GOC:mtg_sensu, ISBN:0198506732]"
GO:0046729	"""A stable empty viral capsid produced during the assembly of viruses."" [ISBN:0072370319, ISBN:1555811272]"
GO:0098061	"""The region of a virus contained within the capsid shell, and usually containing the viral genome and accessory proteins."" [GOC:bm]"
GO:0036338	"""The lipid bilayer of a virion, a complete fully infectious extracellular virus particle."" [GOC:bm]"
GO:0098015	"""Part of the virion that may be used to recognize, attach and inject the viral genome and accessory proteins into the host cell."" [GOC:bm]"
GO:0055036	"""The lipid bilayer surrounding a virion."" [GOC:jid, GOC:rph, PMID:213106]"
GO:0098733	"""Any protein complex that is part of or has some part in a hemidesmosome."" [GOC:dos]"
GO:0120124	"""A protein complex that primes vacuolar or vesicular membranes for fusion with other intracellular membranes, by promoting the dissociation of cis-SNARE complexes."" [GOC:lnp, PMID:9015301]"
GO:1990861	"""A protein complex that cleaves ubiquitin from specific substrates. In the budding yeast Saccharomyces cerevisiae, this complex consists of Ubp3p and Bre5p."" [GOC:rb, PMID:12778054, PMID:18391941]"
GO:0032993	"""A macromolecular complex containing both protein and DNA molecules."" [GOC:mah]"
GO:1902695	"""A protein complex which is capable of metallochaperone activity."" [GO_REF:0000088, GOC:bhm, GOC:TermGenie, PMID:10426947]"
GO:0033061	"""A protein complex containing accessory proteins which bind a recombinase (e.g. Rad51) and bind single-stranded DNA (ssDNA), and promote nucleation of the recombinase onto ssDNA through facilitating recombinase-RPA exchange."" [GOC:elh, GOC:mah, GOC:vw, InterPro:IPR003488, PMID:12912992, PMID:32414915]"
GO:1905742	"""A protein complex which is capable of Ras guanyl-nucleotide exchange factor activity."" [GO_REF:0000088, GOC:rjd, GOC:TermGenie, PMID:20493808]"
GO:0030256	"""A complex of three secretory proteins that carry out secretion in the type I secretion system: an inner membrane transport ATPase (termed ABC protein for ATP-binding cassette), which provides the energy for protein secretion; an outer membrane protein, which is exported via the sec pathway; and a membrane fusion protein, which is anchored in the inner membrane and spans the periplasmic space."" [PMID:9618447]"
GO:1990706	"""A protein complex involved in the assembly of the mitotic checkpoint complex that in turn inhibits the anaphase promoting complex/cyclosome (APC/C)."" [GOC:bhm, intAct:EBI-10691224, PMID:22493223, PMID:22898774]"
GO:1990871	"""A protein complex that is involved in the assembly of the V-ATPase complex. In the budding yeast Saccharomyces cerevisiae, this complex consists of Vma12p and Vma22p."" [GOC:rb, PMID:9660861]"
GO:0098046	"""A complex of proteins that permits the translocation of proteins across the outer membrane via a transmembrane pore, formed by a beta-barrel, into the extracellular milieu or directly into host cells; the secreted proteins contain all the information required for translocation of an effector molecule through the cell envelope. The type V secretion systems includes the autotransporters (type Va), the two-partner secretion system (type Vb) and the Oca family (type Vc)."" [GOC:bf, GOC:bhm, PMID:15119822, PMID:15590781]"
GO:1990660	"""A protein complex composed of S100A8 and S100A9 and capable of limiting Mn(2+) and Zn(2+) availability at sites of infection. Also binds Ca(2+). Expressed and released by neutrophils and epithelial cells, it exhibits broad-spectrum antimicrobial activity attributed to its metal-binding properties. Endogenous ligand of toll-like receptor 4 (TLR4) and of the receptor for advanced glycation end products (RAGE) initiating signal transduction through NF-kappa-B pathways."" [GOC:bhm, PMID:25417112]"
GO:0042555	"""A hexameric protein complex required for the initiation and regulation of DNA replication."" [GOC:jl, PMID:11282021]"
GO:0150005	"""A protein complex capable of activating an enzyme. Activating subunits may dissociate from the catalytic unit before the enzyme is active."" [GOC:bhm, PMID:16244137, PMID:28710280]"
GO:0106333	"""Comprised of at least NLRP5, OOEP, TLE6, and KHDC3/KHDC3L with evidence of additional SCMC-associated proteins that interact with one or multiple members of the core complex."" [PMID:18804437, PMID:28992324]"
GO:1990104	"""A protein-DNA complex that contains DNA in combination with a protein which binds to and bends DNA. Often plays a role in DNA compaction."" [GOC:bhm, PMID:17097674]"
GO:0035649	"""A complex that functions in transcription termination of RNA polymerase II transcribed non-coding RNAs. This complex interacts with the carboxy-terminal domain (CTD) of PolII and the terminator sequences in the nascent RNA transcript. In yeast this complex consists of Nrd1p, Nab3p, and Sen1p."" [GOC:jh, PMID:10655211, PMID:16427013, PMID:21084293]"
GO:0090443	"""A conserved protein phosphatase type 2A complex which contains a protein phosphatase type 2A, a protein phosphatase regulatory subunit, a striatin, an FHA domain protein and other subunits (at least six proteins). In fission yeast this complex negatively regulate the septation initiation network at the spindle pole body."" [GOC:vw, PMID:21561862, PMID:22119525]"
GO:0106003	"""Protein complex involved in modulation of signaling and synaptic function in the brain, predominantly in the cerebral cortex and hippocampus. Forms dimers and multimers of amyloid beta peptide 40 and peptide 42 (proteolytic cleavage products of amyloid beta A4 protein, also known as amyloid beta precursor protein). Mostly found in the extracellular space with a proportion occurring as membrane-bound species. Influences synaptic plasticity through various receptors, mediates dendritic spine loss leading to decreased synapse density, inhibits long-term potentiation (LTP) and enhances long-term depression (LTD). Soluble multimeric form is the main pathogenic species linked to Alzheimer's disease."" [GOC:bhm, PMID:18568035]"
GO:0097344	"""A protein complex that comprises Rix1p, Ipi1p and Ipi3p, and is required for processing of ITS2 sequences from 35S pre-rRNA. The Rix1 complex has been identified in budding yeast and fission yeast, and members of this complex are conserved in higher eukaryotes."" [GOC:vw, PMID:14759368, PMID:15260980, PMID:21385875]"
GO:1990667	"""A protein complex consisting of the serine protease PCSK9 (proprotein convertase subtilisin/kexin-9) and annexin A2 (AnxA2)."" [GOC:BHF, GOC:nc, PMID:22848640]"
GO:0036454	"""A protein complex that has growth factor activity."" [GOC:bhm]"
GO:0032994	"""A macromolecular complex containing separate protein and lipid molecules. Separate in this context means not covalently bound to each other."" [GOC:mah]"
GO:0097071	"""A protein complex that consists of two interferon regulatory proteins (IRFs); may be homodimeric or heterodimeric. The activation of a latent closed conformation of IRF in the cytoplasm is triggered by phosphorylation of Ser/Thr residues in a C-terminal region. Phosphorylation stimulates the C-terminal autoinhibitory domain to attain a highly extended conformation triggering dimerization through extensive contacts to a second subunit."" [GOC:cna, PMID:20043992]"
GO:0097136	"""A protein complex that consists of members of the Bcl-2 family of anti- and proapoptotic regulators. Bcl-2 proteins respond to cues from various forms of intracellular stress, such as DNA damage or cytokine deprivation, and interact with opposing family members to determine whether or not the caspase proteolytic cascade should be unleashed."" [GOC:so, PMID:14634621]"
GO:1904090	"""A protein complex which is capable of peptidase inhibitor activity."" [GO_REF:0000088, GOC:bhm, GOC:TermGenie, PMID:20860624]"
GO:0033104	"""A complex of proteins that permits the transfer of proteins into the extracellular milieu or directly into host cells via the type VI secretion system. Proteins secreted by this complex do not require an N-terminal signal sequence."" [GOC:mlg, PMID:16432199, PMID:16763151]"
GO:1990597	"""A protein complex consisting of IRE1 (inositol-requiring enzyme-1) bound to AIP1 (ASK1-interacting protein 1/DAB2-interacting protein)."" [GOC:bf, GOC:PARL, PMID:18281285]"
GO:0002193	"""A protein complex that consists of the intracellular domain of Notch1 (ICN1), the DNA-binding transcription factor RBP-Jkappa, and the transcriptional coactivator Mastermind-like-1 (MAML1); the complex is involved in transcriptional activation in response to Notch-mediated signaling."" [CORUM:2949, PMID:16510869]"
GO:0005581	"""A protein complex consisting of three collagen chains assembled into a left-handed triple helix. These trimers typically assemble into higher order structures."" [GOC:dos, GOC:mah, ISBN:0721639976, PMID:19693541, PMID:21421911]"
GO:0034518	"""Any protein complex that binds to a specialized RNA cap structure at any time in the lifetime of the RNA."" [GOC:mah]"
GO:0098561	"""A transmembrane protein complex that consists of multiple methyl-accepting chemoreceptor protein subunits, a histidine kinase and a connector protein and which functions in the regulation of flagellar rotary motor activity in response to an external chemical stimulus."" [GOC:dos, PMID:1326408, PMID:15802240]"
GO:0002133	"""A stable heterodimeric complex composed of polycystin-1 and polycystin-2."" [GOC:hjd, PMID:11901144]"
GO:1990909	"""A multiprotein protein complex containing membrane-localized Wnt receptors and cytosolic protein complexes, which is capable of transmitting the Wnt signal. Contains at least a Wnt protein, LRP5 or LRP6, a member of the Frizzled (Fz) family, Axin and and a Dishevelled (DVL) protein."" [GOC:bf, GOC:PARL, PMID:22899650, PMID:25336320]"
GO:1990666	"""A protein complex consisting of the serine protease PCSK9 (proprotein convertase subtilisin/kexin-9) and a low-density lipoprotein receptor (LDLR). Interaction typically occurs through the epidermal growth factor-like repeat A (EGF-A) domain of the LDLR, and complex formation promotes degradation of the LDLR through the endosome/lysosome pathway."" [GOC:BHF, GOC:nc, PMID:18250299, PMID:24440079]"
GO:0030990	"""A nonmembrane-bound oligomeric protein complex that participates in bidirectional transport of molecules (cargo) along axonemal microtubules."" [GOC:cilia, GOC:kmv, PMID:14570576, PMID:22118932, PMID:23945166]"
GO:1990696	"""A protein complex composed of four proteins, loss of which results in Usher Syndrome type 2 (USH2 syndrome), a leading genetic cause of combined hearing and vision loss. This complex is conserved in many species; in mice, it is composed of USH2A, GPR98 (aka ADGRV1), WHRN, and PDZD7."" [GOC:krc, PMID:25406310]"
GO:0106093	"""A plant complex involved in basal disease resistance and resistance (R) gene-mediated effector triggered immunity (ETI). Regulates accumulation of the hormone salicylic acid (SA) which is a necessary component of systemic immunity. Involved in responds to bacteria, viruses and oomycetes."" [GOC:bhm, PMID:11574472, PMID:16040633]"
GO:0043493	"""A complex of a large and small subunit which catalyze the packaging of DNA into viral heads. Note that not all viral terminases have this structure, some exist as single polypeptides."" [GOC:bf, GOC:bm, GOC:jl, GOC:mlg, PMID:18687036]"
GO:1990125	"""A homotetrameric protein complex consisting of a symmetrical pair of DiaA homodimers. Facilitates DnaA binding to the origin of replication during replication initiation."" [GOC:bhm, PMID:17699754]"
GO:0061574	"""A protein complex involved in regulation of mRNA processing and apoptosis. It binds to RNA in a sequence-independent manner and is recruited to the EJC prior to or during the splicing process. In humans the core proteins are RNPS1, SAP18 and ACIN1."" [GOC:dph, PMID:12665594, PMID:16314458, PMID:22388736]"
GO:0000408	"""A protein complex involved in t6A tRNA modification. For example, in Saccharomyces cerevisiae the complex contains Bud32p, Kae1p, Gon7p, Cgi121p, and Pcc1p."" [GOC:elh, GOC:vw, PMID:16564010, PMID:16874308, PMID:21183954, PMID:23945934]"
GO:0002929	"""A highly stable complex composed of the ATAC complex and the mediator complex (also called TRAP or MED). MECO binds and regulates the transcription of a subset of non-coding RNAs transcribed by RNA polymerase II."" [GOC:hjd, PMID:20508642]"
GO:0043235	"""Any protein complex that undergoes combination with a hormone, neurotransmitter, drug or intracellular messenger to initiate a change in cell function."" [GOC:go_curators]"
GO:0035693	"""A protein complex comprising nitric oxide synthase 2 and CD74. This stable complex formation is thought to prevent CD74 degradation by caspases."" [GOC:BHF, PMID:18003616]"
GO:0035859	"""A GTPase-activating protein (GAP) complex that regulates TORC1 signaling by interacting with the Rag GTPase. In S. cerevisiae the complex contains Seh1p, Sec13p, Npr2p, Npr3p, Iml1p, Mtc5p, Rtc1p, and Sea4p."" [GOC:jh, PMID:21454883, PMID:23974112]"
GO:0002199	"""A multisubunit complex comprising the chaperonin-containing T-complex and several other components involved in mediating sperm-oocyte Interaction."" [GOC:hjd, PMID:21880732]"
GO:0070288	"""A protein complex that binds iron and acts as a major iron storage system. Intracellular and extracellular ferritin complexes have different ratios of two types of ferritin monomer, the L (light) chain and H (heavy) chain."" [GOC:mah, PMID:19154717]"
GO:1990112	"""A multiprotein complex that forms a stable complex with large ribosomal subunits (60S in eukaryotes and 50S in prokaryotes) containing stalled polypeptides and triggers their degradation (ribosomal quality control). In budding yeast, this complex includes Cdc48p, Rkr1p, Tae2p, Rqc1p, Npl4p and Ufd1p proteins."" [GOC:rb, PMID:23178123, PMID:23232563]"
GO:1990533	"""A protein complex consisting of one subunit known as Dom34 or Pelota that has similarity to translation termination factor eRF1, and another subunit, Hbs1, that is a GTPase with similarity to translation termination factor eRF3. The Dom34-Hbs1 complex has a role in cotranslational mRNA quality control by promoting ribosomal subunit dissociation and peptidyl-tRNA release when translation is stalled, facilitating no-go decay and nonstop decay."" [GOC:mcc, PMID:20890290, PMID:21102444, PMID:21448132, PMID:22503425]"
GO:0097347	"""A heterooligomeric protein complex that spans the bacterial periplasm and enables the secretion of adhesin proteins in Gram-negative bacteria. In Citrobacter rodentium, Salmonella enterica and Escherichia coli, the TAM complex consists of an Omp85-family protein, TamA, in the outer membrane and TamB in the inner membrane."" [GOC:am, PMID:22466966]"
GO:0097373	"""A protein complex that contains Mcm4, Mcm6, and Mcm7 proteins, and possesses DNA helicase activity. In the heterohexameric MCM complex, the Mcm4/6/7 proteins form a stable core, and Mcm2, Mcm3, and Mcm5 are more peripherally associated."" [GOC:mah, PMID:10770926, PMID:15007098, PMID:9305914]"
GO:1990684	"""A macromolecular complex containing separate protein, lipid and RNA molecules. Separate in this context means not covalently bound to each other."" [GOC:vesicles, PMID:21423178, PMID:22028337, PMID:23559634]"
GO:0070864	"""A macromolecular complex that includes cytoskeletal components and part of the cell membrane. Forms at the nuclear end of a male germline syncytium, or cyst, and translocates the over the length of the syncytium in the course of sperm individualization. Each complex contains an array of 64 investment cones, one per nucleus, that move synchronously along the spermatogenic cyst."" [GOC:sart, PMID:10588662, PMID:9550716]"
GO:1990727	"""A multimeric protein complex involved in tubulin alpha-beta-subunit folding assembly consisting of beta-tubulin-TFC-D, alpha-tubulin-TFC-E and TFC-C, through which tubulin subunit association and dimer release occur."" [GOC:vw, PMID:12445400]"
GO:1990526	"""A multiprotein complex that is involved in the transcription regulation of mating genes in the yeast S. cerevisiae."" [GOC:rb, PMID:16782869]"
GO:0098636	"""Any protein complex that is capable of carrying out some part of the process of cell adhesion to the cell matrix or to another cell."" [GOC:dos]"
GO:0061957	"""A protein complex that is capable of contributing to protein localization by the NVT pathway. In fission yeast, the Nvt complex consists of Ape2, Lap2 and Nbr1."" [PMID:26365378]"
GO:1903502	"""A protein complex which is capable of translation repressor activity."" [GO_REF:0000088, GOC:bhm, GOC:TermGenie, PMID:14723848]"
GO:0032766	"""A heterotrimeric protein complex formed by the association of NHE3, E3KARP and alpha-actinin upon an increase in calcium ion concentration; found in clusters localized on plasma membrane and in intracellular compartments."" [PMID:11948184]"
GO:0038059	"""A homodimeric protein complex containing two IkappaB kinase (IKK) alpha subunits."" [GOC:bf, PMID:18626576, PMID:21173796]"
GO:0043684	"""A complex of proteins related to those involved in bacterial DNA conjugative transfer, that permits the transfer of DNA or proteins into the extracellular milieu or directly into host cells. In general the type IV complex forms a multisubunit cell-envelope-spanning structure composed of a secretion channel and often a pilus or other surface filament or protein(s)."" [GOC:ml]"
GO:1990661	"""A protein complex composed of a S100A8 dimer and capable of binding to toll-like receptor 4 (TLR4)."" [GOC:bhm, PMID:25417112]"
GO:0038045	"""A protein complex containing latency-associated proteins (LAPs), mature disulphide-linked dimeric TGF-beta, and latent TGF-beta binding proteins (LTBPs). TGF-beta is mostly secreted as part of the large latent complex, and must be subsequently released from the LLC in order to bind to cell surface receptors."" [GOC:bf, PMID:2350783, PMID:8680476, PMID:9805445, Reactome:R-HSA-177107]"
GO:1990528	"""A protein complex that is involved in endocytosis in the yeast S. cerevisiae."" [GOC:rb, PMID:20610658]"
GO:0140007	"""A protein complex that regulates the TORC1 signaling pathway in response to nutrients. The KICSTOR complex is composed of KPTN, ITFG2, C12orf66 and SZT2."" [PMID:28199306]"
GO:0000974	"""A protein complex consisting of Prp19 and associated proteins that is involved in the transition from the precatalytic spliceosome to the activated form that catalyzes step 1 of splicing, and which remains associated with the spliceosome through the second catalytic step. It is widely conserved, found in both yeast and mammals, though the exact composition varies. In S. cerevisiae, it contains Prp19p, Ntc20p, Snt309p, Isy1p, Syf2p, Cwc2p, Prp46p, Clf1p, Cef1p, and Syf1p."" [GOC:krc, PMID:16540691, PMID:19239890]"
GO:0044697	"""A multisubunit complex involved in cytokinesis. In the yeast Saccharomyces cerevisiae this complex consists of Sho1p, Hof1p, Inn1p and Cyk3p proteins."" [PMID:22623719]"
GO:0097255	"""A highly conserved protein complex comprised of two ATP-dependent DNA helicases (Rvb1p and Rvb2p in yeast, Pontin52 and Reptin52 in humans), Pih1p in yeast or PIH1D1 in humans, and Tah1 in yeast or RPAP3 in humans. The complex associates with Hsp90 and is thought to have a role in assembly of large protein or protein/nucleic acid complexes. In this role it is involved in multiple processes such as box C/D snoRNP biogenesis, phosphatidylinositol-3 kinase-related protein kinase (PIKK) signaling, RNA polymerase II assembly, and others."" [GOC:mcc, PMID:15766533, PMID:21925213]"
GO:0001114	"""A macromolecular complex containing protein, DNA, and RNA molecules."" [GOC:txnOH]"
GO:0044816	"""A dimer of Nsk1 (nucleolus spindle kinetochore 1) and the dynein light chain, Dlc1. The dimers form an oligomeric chain structure. Functions in the regulation of kinetochore-microtubule interactions and chromosome segregation."" [GOC:vw, PMID:22065639]"
GO:0140535	"""A protein-containing complex located intracellularly."" [GOC:pg]"
GO:1990249	"""A protein complex that is capable of identifying lesions in DNA, such as pyrimidine-dimers, intrastrand cross-links, and bulky adducts. The wide range of substrate specificity suggests that the repair complex recognizes distortions in the DNA helix. It subsequently recruits a nucleotide-excision repair, preincision complex."" [GOC:bhm, PMID:22331906]"
GO:1990346	"""A heterodimeric protein complex consisting of BID and BCL-xl, members of the Bcl-2 family of anti- and proapoptotic regulators."" [GOC:bhm, PMID:14634621]"
GO:0071141	"""A protein complex that consists of only SMAD proteins; may be homomeric or heteromeric. Heteromeric complexes act as transcription factors while homomeric complexes exist but are transcriptionally inactive. Hetero- versus homotrimerization is largely enthalpy driven."" [GOC:bhm, GOC:mah, PMID:9670020]"
GO:0140910	"""A complex consisting of ADAM17 in complex with regulatory iRhoms and FERM domain containing proteins."" [PMID:29897336]"
GO:1990665	"""A heterotetrameric protein complex comprising two Annexin A2 (AnxA2) monomers and two copies of its binding partner, S100 protein p11 (S100A10)."" [GOC:bf, GOC:BHF, GOC:nc, PMID:18799458, PMID:23483454]"
GO:0019814	"""A protein complex that in its canonical form is composed of two identical immunoglobulin heavy chains and two identical immunoglobulin light chains, held together by disulfide bonds and sometimes complexed with additional proteins. An immunoglobulin complex may be embedded in the plasma membrane or present in the extracellular space, in mucosal areas or other tissues, or circulating in the blood or lymph."" [GOC:add, GOC:jl, ISBN:0781765196]"
GO:0000417	"""A protein complex proposed to be involved in replication-independent nucleosome assembly, by promoting histone deposition onto DNA. For example, in Saccharomyces, the complex contains Hir1p, Hir2p, Hir3p, and Hpc2p."" [GOC:elh, GOC:mah, PMID:16303565, PMID:17180700]"
GO:1990630	"""A protein complex consisting of IRE1 (Inositol-requiring enzyme-1), RACK1 (Receptor of activated protein kinase C 1, GNB2L1) and PP2A (protein phosphatase 2A). RACK1 acts as an adaptor to bridge an interaction between IRE1 and PP2A."" [GOC:bf, GOC:PARL, PMID:20103773]"
GO:0120171	"""A complex that forms at the cell cortex in response to pheromone treatment and is required for the polarized growth of haploid yeast cells towards a mating partner during yeast mating. In the yeast Saccharomyces cerevisiae, this complex consists of Cdc24p, Far1p, Ste4p (G-protein beta subunit) and Ste18p (G-protein gamma subunit)."" [PMID:10087263]"
GO:1903503	"""A protein complex which is capable of ATPase inhibitor activity."" [GO_REF:0000088, GOC:bhm, GOC:TermGenie, PMID:16170325]"
GO:0030257	"""A complex of approximately 20 proteins, most of which are located in the cytoplasmic membrane that carries out protein secretion in the bacterial type III secretion system; type III secretion also requires a cytoplasmic, probably membrane-associated ATPase."" [PMID:9618447]"
GO:1902494	"""A protein complex which is capable of catalytic activity."" [GOC:bhm, GOC:TermGenie, PMID:8077207]"
GO:0031838	"""A protein complex formed by the stable binding of a haptoglobin to hemoglobin."" [GOC:mah]"
GO:0015627	"""A large protein complex, containing 12-15 subunits, that spans the cell envelope of Gram-negative bacteria and mediates the movement of proteins into the extracellular environment. The complex includes a component in the cytoplasm, an inner membrane subcomplex that reaches into the periplasmic compartment and a secretion pore in the outer membrane. Proteins using the Type II pathway are transported across the cytoplasmic membrane by the Sec or Tat complex."" [PMID:16448494]"
GO:0061703	"""A protein complex that consists of an assemble of ASC dimers that is capable of inducing pyroptosis."" [GOC:dph, PMID:17599095]"
GO:1990351	"""A protein complex facilitating transport of molecules (proteins, small molecules, nucleic acids) into, out of or within a cell, or between cells."" [GOC:bhm, PMID:15449578]"
GO:1990615	"""A protein complex that regulates actin cable formation, polarized cell growth, and cytokinesis in a formin-dependent manner. In S. cerevisiae the complex is composed of Bud14p and two Kelch family proteins, Kel1p and Kel2p."" [PMID:24828508]"
GO:0097078	"""A protein complex involved in the 18S rRNA biogenesis. In S. cerevisiae this complex consists of Fal1p and Sgd1p and in humans this complex consists of NOM1 and eIF4AIII subunits."" [GOC:rb, PMID:21576267]"
GO:0005667	"""A protein complex that is capable of associating with DNA by direct binding, or via other DNA-binding proteins or complexes, and regulating transcription."" [GOC:jl]"
GO:0097196	"""A protein complex involved in error-free DNA post-replication repair (PRR). In Saccharomyces cerevisiae the complex contains Csm2p, Psy3p, Shu1p, and Shu2p."" [GOC:jh, PMID:15654096, PMID:19496932]"
GO:0140224	"""A protein complex that regulates Arp2/3 complex-mediated actin nucleation."" [GOC:lnp, PMID:22973053]"
GO:0062048	"""A homo- or heterotrimeric protein containing complex consisting of alpha and beta lymphotoxin subunits in different stoichiometric combinations."" [PMID:1733951]"
GO:1990062	"""A protein complex first characterized in human and comprised of a R2TP module (R2TP complex), a prefoldin-like module (containing both prefoldin-like proteins and canonical prefoldins), WD40 repeat protein Monad/WDR92 and DNA-dependent RNA polymerase subunit RPB5. This complex might have chaperone activity."" [GOC:pr, PMID:20453924, PMID:21925213, PMID:22418846]"
GO:0120114	"""A protein complex containing members of the Like-Sm family of proteins, which includes both the Sm proteins and the Lsm proteins, and which generally form hexameric or heptameric ring structures which bind to RNA. While some of these ring complexes may form independently of RNA, many only form in association with their target RNA. In addition to Lsm-family proteins, many of these complexes contain additional protein members. Members of this family of complexes include the snRNPs which comprise the majority of the spliceosome. Others are involved in the 5' to 3' degradation pathways of mRNAs in the cytoplasm and of unspliced transcripts in the nucleus, as well as other diverse roles."" [GOC:bhm, GOC:krc, PMID:19121818, PMID:27627834]"
GO:0098820	"""A protein complex that spans the synaptic cleft and has parts in both the pre- and post-synaptic membranes."" [PMID:20200227]"
